"biomesKoeppenGroup" "woodiness" "mycorrhizalAssociationType" "nitrogenFixationNodDB" "SRL" "D" "RTD" "N"
"Nardophyllum_bryoides" "Arid" "woody" "NA" "NA" NA NA NA -0.568541408
"Nardus_stricta" "NA" "non-woody" "NA" "NA" 0.30797481 -0.53769845 NA 0.272933137
"Nassauvia_ulicina" "Arid" "woody" "NA" "NA" NA NA NA 0.407939925
"Nassella_viridula" "Arid" "non-woody" "NA" "NA" -0.231992316 -0.118995442 0.789948483 NA
"Neolitsea_aurata" "Temperate" "woody" "NA" "NA" -0.473022342 0.936761575 -0.620890588 1.306814549
"Neolitsea_phanerophlebia" "Temperate" "woody" "AM" "NA" -0.32612178 0.581305685 -0.302356208 1.18791833
"Neomyrtus_pedunculata" "Temperate" "woody" "AM" "NA" 0.338876862 -1.017448972 1.411536227 -0.76357513
"Neopanax_arboreus" "NA" "woody" "AM" "NA" -0.263935517 0.541341773 -0.448267848 -0.341988307
"Neopanax_colensoi" "Temperate" "woody" "AM" "NA" -0.409708888 0.553451757 -0.106301626 -0.112729288
"Nepeta_tenuifolia" "Arid" "non-woody" "NA" "NA" -0.564630777 NA NA NA
"Nephelium_lappaceum" "Tropical" "woody" "AM" "NA" 0.311390475 -1.272608389 1.027131494 -0.432987279
"Nerium_oleander" "Temperate" "woody" "NA" "NA" 0.242904572 0.115405454 -0.211675247 NA
"Nestegis_lanceolata" "NA" "woody" "AM" "NA" -0.611851883 0.462868508 0.328860727 -0.095342802
"Nitraria_sibirica" "Arid" "woody" "NA" "NA" -0.911535901 NA NA 1.273803449
"Noccaea_montana" "Temperate" "non-woody" "NA" "NA" -0.525474593 NA NA 1.030822859
"Nothofagus_antarctica" "Temperate" "woody" "NA" "NA" NA NA NA -0.078407891
"Nothofagus_fusca" "NA" "woody" "AM" "NA" 0.520856209 -0.906327461 0.614901852 0.217520279
"Nothofagus_menziesii" "NA" "woody" "AM" "NA" 0.376313261 -0.933185246 0.942014472 NA
"Nothofagus_solandri" "NA" "woody" "AM" "NA" 0.927868672 -1.325878264 0.553199563 0.040944145
"Nothofagus_truncata" "NA" "woody" "EcM" "NA" 0.676310641 -1.050521287 0.819746754 -0.569342147
"Nyssa_aquatica" "NA" "woody" "NA" "NA" -0.552305413 0.781080721 0.418764865 -0.197867021
"Nyssa_sylvatica" "Continental" "woody" "AM" "NA" -0.423051994 0.6324846 -0.122999947 -0.425940878
"Ocotea_nigra" "Tropical" "woody" "NA" "NA" 0.14002817 0.510844029 -0.874728613 NA
"Oenothera_biennis" "NA" "non-woody" "NA" "NA" 0.300744231 -0.569951845 0.405953853 NA
"Oenothera_macrocarpa" "NA" "non-woody" "NA" "NA" -0.403936394 0.399773991 0.108502289 NA
"Oenothera_pubescens" "Temperate" "non-woody" "NA" "NA" 0.4255015 NA NA -0.498716064
"Olea_europaea" "Continental" "woody" "NA" "NA" -0.060385577 0.058616866 0.037462199 NA
"Olea_rosea" "Temperate" "woody" "AM" "NA" -0.182383497 0.155716602 0.22992722 -0.471503139
"Olearia_avicenniifolia" "Temperate" "woody" "AM" "NA" -0.193558951 0.281089115 0.059750647 1.000806909
"Olearia_rani" "NA" "woody" "AM" "NA" 0.375472291 -0.036575827 -0.664402403 0.621264738
"Onobrychis_viciifolia" "NA" "non-woody" "NA" "Rhizobia" -0.576853876 0.759763143 -0.397901675 1.169485129
"Ononis_spinosa" "NA" "woody" "NA" "Rhizobia" -0.682157441 0.708469412 0.137337009 NA
"Oreocnide_frutescens" "NA" "woody" "AM" "NA" -0.001041152 -0.151771645 0.206128738 0.168838209
"Ornithopus_compressus" "NA" "non-woody" "NA" "Rhizobia" 0.128294382 -0.121768669 NA NA
"Ornithopus_sativus" "NA" "non-woody" "NA" "Rhizobia" 0.222403378 -0.184294964 NA NA
"Orophea_creaghii" "Temperate" "woody" "AM" "NA" 0.132783403 0.175428419 0.663510095 0.492130355
"Orostachys_fimbriata" "Arid" "non-woody" "NA" "NA" 0.468706683 NA NA NA
"Orthocarpus_luteus" "Arid" "non-woody" "NA" "NA" 0.069493309 -0.336012841 0.146593386 NA
"Oryza_rufipogon" "NA" "non-woody" "NA" "NA" 0.753347112 -1.176645512 0.580473429 NA
"Oryza_sativa" "NA" "non-woody" "NA" "NA" -0.122226085 -0.055695112 1.01635198 NA
"Osmanthus_didymopetalus" "Tropical" "woody" "AM" "NA" -1.499644934 1.100198493 0.700562524 -1.655239322
"Osyris_alba" "Temperate" "woody" "NA" "NA" -0.37341606 0.634269239 0.620592882 NA
"Oxytropis_hailarensis" "Continental" "non-woody" "NA" "Rhizobia" -0.208677575 NA NA 0.807165352
"Oxytropis_lambertii" "Temperate" "non-woody" "NA" "Rhizobia" -1.014725684 NA NA 1.542698605
"Oxytropis_racemosa" "Continental" "non-woody" "NA" "Rhizobia" -0.11653733 NA NA 1.071030126
"Oxytropis_sericea" "Arid" "non-woody" "NA" "Rhizobia" 0.16483204 0.15490358 -0.723592823 NA
"Packera_multilobata" "Temperate" "non-woody" "NA" "NA" -0.542674776 NA NA -0.155640752
"Packera_plattensis" "NA" "non-woody" "NA" "NA" -0.58976588 0.700087424 -0.06514213 NA
"Panicum_capillare" "NA" "non-woody" "NA" "NA" 0.649022181 -0.641139893 -0.079160298 NA
"Panicum_coloratum" "NA" "non-woody" "NA" "NA" NA 1.1688584 -0.421155401 0.676996045
"Panicum_decompositum" "NA" "non-woody" "NA" "NA" NA 1.630502983 -0.930899724 -0.864481219
"Panicum_deustum" "NA" "non-woody" "NA" "NA" NA 0.541714616 0.697097826 0.184307566
"Panicum_maximum" "NA" "non-woody" "NA" "NA" NA 0.541714616 0.571578704 -0.278185463
"Panicum_virgatum" "Continental" "non-woody" "NA" "NA" -0.134739811 -0.084734581 0.182568046 -0.252965804
"Parakmeria_lotungensis" "Temperate" "woody" "NA" "NA" -0.867006063 0.897507015 0.030288202 -0.299157944
"Parakmeria_yunnanensis" "Temperate" "woody" "AM" "NA" -0.544975571 1.102925124 -0.242449301 0.02074339
"Parapholis_strigosa" "NA" "non-woody" "NA" "NA" NA -0.653827019 0.419566056 NA
"Parkinsonia_microphylla" "NA" "woody" "NA" "None" -0.289286137 NA NA NA
"Parthenocissus_quinquefolia" "NA" "woody" "AM" "NA" 0.338250549 -0.635798927 0.406719273 0.587782826
"Pascopyrum_smithii" "NA" "non-woody" "NA" "NA" -0.182822452 0.185393918 -0.069378005 0.138859355
"Paspalum_dilatatum" "Temperate" "non-woody" "NA" "NA" -0.693344814 NA 0.010852176 0.062273858
"Pastinaca_sativa" "NA" "non-woody" "NA" "NA" -0.605898253 0.220533444 1.371782637 -0.66161182
"Payena_microphylla" "Tropical" "woody" "AM" "NA" -0.520276772 0.627677882 -0.150300109 NA
"Pedicularis_lapponica" "Continental" "non-woody" "NA" "NA" NA 0.456695739 NA NA
"Pennantia_corymbosa" "NA" "woody" "AM" "NA" 0.212610786 -0.15051618 -0.172862114 0.481020346
"Pennisetum_glaucum" "NA" "non-woody" "NA" "NA" 0.549440675 -0.448613647 -0.037078077 NA
"Pennisetum_polystachion" "NA" "non-woody" "NA" "NA" NA 0.449208433 0.089210704 -0.130337217
"Penstemon_barbatus" "Temperate" "non-woody" "NA" "NA" -0.420927501 NA NA -0.520153417
"Penstemon_cobaea" "NA" "non-woody" "NA" "NA" -0.76349984 0.741092218 0.22340192 NA
"Penstemon_confertus" "Arid" "non-woody/woody" "NA" "NA" 0.031690393 0.196969769 -0.658395443 NA
"Penstemon_digitalis" "NA" "non-woody" "NA" "NA" 0.116285856 0.281828062 -0.757352001 NA
"Penstemon_grandiflorus" "NA" "non-woody" "NA" "NA" -0.413545517 0.488837811 0.060484931 -0.305470973
"Penstemon_nitidus" "Arid" "non-woody/woody" "NA" "NA" -0.760108712 0.385414765 0.621490998 NA
"Penstemon_procerus" "Arid" "non-woody/woody" "NA" "NA" -0.330953615 0.667265276 -0.767390317 NA
"Penstemon_tubaeflorus" "NA" "non-woody" "NA" "NA" 0.327804248 -0.444802602 0.153486548 NA
"Penstemon_virgatus" "Temperate" "non-woody" "NA" "NA" -0.537939943 NA NA -1.033044204
"Pentaphylax_euryoides" "Tropical" "woody" "AM" "NA" 0.672724598 -1.704549899 1.112407619 -1.990371778
"Pentaspadon_motleyi" "Tropical" "woody" "NA" "NA" 1.067134517 -1.190871646 -0.343534608 NA
"Perotis_patens" "NA" "non-woody" "NA" "NA" NA 0.541714616 0.83110575 -0.523623494
"Persea_americana" "Tropical" "woody" "NA" "NA" 0.164025698 -0.020554295 -0.389613977 -0.094515574
"Pertusadina_metcalfii" "Tropical" "woody" "AM" "NA" 0.687760225 -1.316833481 0.22992722 0.174937569
"Petrosimonia_sibirica" "Arid" "non-woody" "NA" "NA" -0.802382035 NA NA -0.146180696
"Peucedanum_palustre" "NA" "non-woody" "NA" "NA" -0.070955666 0.205815803 -0.239232004 NA
"Phalaris_aquatica" "NA" "non-woody" "NA" "NA" -0.256758248 0.414071675 NA NA
"Phalaris_arundinacea" "NA" "non-woody" "NA" "NA" -0.239241975 0.140474517 0.150864333 NA
"Phaseolus_lunatus" "NA" "non-woody" "NA" "Rhizobia" -0.354755548 0.169109006 0.361482262 NA
"Phellodendron_amurense" "Continental" "woody" "NA" "NA" -0.687827209 0.616611162 -0.26439182 0.210887704
"Philadelphus_incanus" "NA" "woody" "NA" "NA" 0.386960191 -0.514417767 0.104089806 0.21011073
"Phillyrea_angustifolia" "Temperate" "woody" "NA" "NA" 0.147814075 -0.038913896 0.114111025 NA
"Phillyrea_latifolia" "Temperate" "woody" "NA" "NA" 0.137763972 -0.027764678 0.09475867 NA
"Phleum_pratense" "NA" "non-woody" "NA" "NA" 0.286175427 -0.420593943 -0.148552672 -0.056503607
"Phlomis_purpurea" "Arid" "woody" "NA" "NA" -0.240275333 0.093370336 -0.258702696 NA
"Phlomoides_umbrosa" "NA" "non-woody" "AM" "NA" 0.186041047 -0.117026149 -0.173362632 0.127983467
"Phlox_hoodii" "Arid" "non-woody" "NA" "NA" 0.236511281 0.056292701 -0.751499535 NA
"Phlox_speciosa" "Temperate" "non-woody" "NA" "NA" -0.617398852 NA NA 0.35714545
"Phoebe_lanceolata" "Temperate" "woody" "AM" "NA" -0.122143907 0.170488214 0.123363842 0.35076071
"Photinia_glabra" "Temperate" "woody" "NA" "NA" -0.059966484 0.059030573 0.247784546 -0.269908844
"Phragmites_australis" "NA" "non-woody" "NA" "NA" 0.254563173 0.010440901 -0.535513289 NA
"Phyllocladus_hypophyllus" "Tropical" "woody" "AM" "NA" 0.071993722 0.118392309 -0.408871435 NA
"Phyllocladus_trichomanoides" "NA" "woody" "AM" "NA" -0.398500381 0.302021952 0.132404771 -0.153791233
"Phyllodoce_caerulea" "Continental" "woody" "NA" "NA" NA -0.115017282 NA NA
"Physalis_virginiana" "NA" "non-woody" "NA" "NA" -0.329788256 -0.103164466 0.882031794 NA
"Picea_abies" "Temperate" "woody" "NA" "NA" -0.148102774 0.109320383 -0.046072324 0.027205052
"Picea_asperata" "Continental" "woody" "NA" "NA" NA NA NA -0.513571825
"Picea_engelmannii" "NA" "woody" "NA" "NA" 0.182698047 NA NA -0.30133074
"Picea_glauca" "Continental" "woody" "NA" "NA" 0.097618596 -0.344761818 NA 0.183409709
"Picea_koraiensis" "Continental" "woody" "NA" "NA" -0.448926697 -0.14755312 0.295723657 0.32750739
"Picea_mariana" "NA" "woody" "NA" "NA" NA NA NA -0.076612538
"Picea_meyeri" "Temperate" "woody" "EcM" "NA" -0.134092513 0.047751517 0.24196715 -0.232522578
"Picea_rubens" "Continental" "woody" "NA" "NA" -0.337291976 0.36068635 NA -0.097709412
"Picea_sitchensis" "Temperate" "woody" "NA" "NA" NA NA NA 0.01107266
"Picea_wilsonii" "Temperate" "woody" "EcM" "NA" 0.172285113 -0.30203296 0.254483225 -0.26383948
"Picris_hieracioides" "NA" "non-woody" "NA" "NA" 0.048686445 0.166656157 -0.081589406 -0.631180437
"Pieris_formosa" "Temperate" "woody" "NA" "NA" 0.758246485 -1.234617975 0.542227119 -0.584554812
"Pieris_japonica" "Temperate" "woody" "NA" "NA" 0.76678374 -0.634459482 -0.196166197 -0.210738598
"Pilosella_officinarum" "NA" "non-woody" "NA" "NA" -0.105644255 0.151111922 0.282653543 NA
"Pilosella_peleteriana" "Temperate" "non-woody" "NA" "NA" -0.790118489 0.771395951 NA -0.271935293
"Pilosella_pilosellina" "Temperate" "non-woody" "NA" "NA" NA NA 0.527318512 NA
"Pimelea_oreophila" "Temperate" "woody" "NA" "NA" NA NA 1.022743246 NA
"Pimpinella_major" "NA" "non-woody" "NA" "NA" 0.134026173 -0.187505286 -0.056358888 -0.357796658
"Pimpinella_saxifraga" "NA" "non-woody" "NA" "NA" -0.524516223 0.294143698 0.561891546 NA
"Pinus_aristata" "NA" "woody" "NA" "NA" -0.022657921 NA NA NA
"Pinus_armandii" "Temperate" "woody" "EcM" "NA" -0.383039825 0.100025049 0.64883903 -0.789725792
"Pinus_banksiana" "NA" "woody" "NA" "NA" NA NA NA 0.286686053
"Pinus_contorta" "NA" "woody" "NA" "NA" NA NA NA 0.373476849
"Pinus_edulis" "NA" "woody" "NA" "NA" -0.591544986 0.443918974 NA -0.109690005
"Pinus_elliottii" "Temperate" "woody" "NA" "NA" -0.004526718 0.001441822 0.002100018 -0.082110521
"Pinus_kesiya" "Temperate" "woody" "NA" "NA" NA NA NA -0.105509863
"Pinus_koraiensis" "Continental" "woody" "EcM" "NA" -1.008471379 0.465717937 0.301539955 -0.312856297
"Pinus_massoniana" "Temperate" "woody" "NA" "NA" -0.193118213 0.121732307 0.058456639 -0.241549898
"Pinus_monophylla" "NA" "woody" "NA" "NA" NA NA NA -0.691271661
"Pinus_nigra" "Temperate" "woody" "NA" "NA" -0.17519287 -0.111473403 0.46247556 NA
"Pinus_palustris" "Temperate" "woody" "NA" "NA" -0.1109974 0.064996116 NA -0.014392628
"Pinus_patula" "Temperate" "woody" "NA" "NA" NA NA NA -0.279727498
"Pinus_pinaster" "Temperate" "woody" "NA" "NA" -0.384745219 0.032565536 NA NA
"Pinus_pinea" "Temperate" "woody" "NA" "NA" 0.439538617 -0.45271516 0.193473547 NA
"Pinus_ponderosa" "NA" "woody" "NA" "NA" -0.212426794 NA NA -0.16366577
"Pinus_pumila" "NA" "woody" "EcM" "NA" -0.40169774 0.108461557 0.609998185 -0.514311598
"Pinus_pungens" "Continental" "woody" "EcM" "NA" -0.18919418 0.148931331 0.051572358 -0.75661012
"Pinus_radiata" "Temperate" "woody" "NA" "NA" NA NA NA -0.028833753
"Pinus_resinosa" "Continental" "woody" "NA" "NA" -0.204462671 0.1152925 NA -0.02961833
"Pinus_rigida" "NA" "woody" "NA" "NA" NA NA NA -0.15038397
"Pinus_roxburghii" "Temperate" "woody" "NA" "NA" NA NA NA -0.233946608
"Pinus_strobiformis" "NA" "woody" "NA" "NA" -0.089508043 NA NA NA
"Pinus_strobus" "Continental" "woody" "NA" "NA" -0.399585921 0.525835157 0.118276445 -0.06246398
"Pinus_sylvestris" "Continental" "woody" "NA" "NA" -0.010117745 0.00563928 -0.007325534 -0.112664414
"Pinus_tabuliformis" "Continental" "woody" "NA" "NA" 0.369346158 -0.018569109 0.234668659 -0.322260132
"Pinus_taeda" "Temperate" "woody" "NA" "NA" -0.088861262 -0.001349205 NA -0.074862766
"Pinus_virginiana" "Continental" "woody" "NA" "NA" -0.076805161 -0.048798191 0.209529263 -0.080308589
"Pistacia_chinensis" "Temperate" "woody" "AM" "NA" 0.617871906 -0.630475837 1.411099694 -0.493564164
"Pistacia_lentiscus" "Temperate" "woody" "NA" "NA" 0.096775724 0.027745872 0.175488246 NA
"Pistacia_terebinthus" "Temperate" "woody" "NA" "NA" -0.10272087 0.104135503 0.235041704 NA
"Pisum_sativum" "NA" "non-woody" "NA" "Rhizobia" -0.480622513 0.574213312 -0.060086696 NA
"Pithecellobium_clypearia" "Temperate" "woody" "AM" "Rhizobia" 0.372677409 -0.121158331 0.339189207 0.514575282
"Pithecellobium_lucidum" "Temperate" "woody" "AM" "Rhizobia" 0.248159989 -0.181882161 -0.069981212 0.359665791
"Pittosporopsis_kerrii" "Temperate" "woody" "NA" "NA" NA 0.72325581 NA NA
"Pittosporum_crassifolium" "Temperate" "woody" "NA" "NA" -0.153332215 NA NA -0.187873816
"Pittosporum_eugenioides" "NA" "woody" "AM" "NA" 0.466262419 -0.430367886 -0.178377962 -0.177598904
"Pittosporum_tenuifolium" "NA" "woody" "AM" "NA" 0.494664646 -0.397917234 -0.295013548 NA
"Plagianthus_regius" "NA" "woody" "AM" "NA" 0.585805079 -0.355084449 -0.557974509 0.680013308
"Plantago_argyrea" "Temperate" "non-woody" "NA" "NA" 0.629364962 NA NA -0.097362571
"Plantago_coronopus" "NA" "non-woody" "NA" "NA" NA -0.227903073 0.289507815 NA
"Plantago_lanceolata" "NA" "non-woody" "NA" "NA" 0.10947042 -0.169508166 -0.122642183 -0.377943896
"Plantago_major" "NA" "non-woody" "NA" "NA" 0.192236697 -0.030512774 -0.436021784 NA
"Plantago_media" "NA" "non-woody" "NA" "NA" 0.110568646 -0.032015572 -0.280635262 0.868188819
"Plantago_patagonica" "Arid" "non-woody" "NA" "NA" 0.568178315 -0.609655601 0.43761018 NA
"Plantago_rugelii" "NA" "non-woody" "NA" "NA" 0.373253552 -0.057179931 -0.661252769 NA
"Plantago_triandra" "Temperate" "non-woody" "NA" "NA" NA NA -0.814704965 NA
"Plantago_varia" "NA" "non-woody" "NA" "NA" -1.054372571 0.69179917 NA NA
"Platanus_acerifolia" "NA" "woody" "NA" "NA" -0.154593906 1.486400057 0.299716111 -0.590227808
"Platanus_occidentalis" "Continental" "woody" "AM" "NA" -0.094145918 0.120565562 -0.192247236 -0.783585197
"Platycladus_orientalis" "Temperate" "woody" "NA" "NA" -0.026355 0.020834806 NA NA
"Platypodium_elegans" "Tropical" "woody" "NA" "Rhizobia" -0.042012489 0.396691777 -0.650221467 0.522783167
"Plectrachne_pungens" "NA" "non-woody" "NA" "NA" NA 1.344114182 0.335017757 -0.709833275
"Pleioblastus_amarus" "Temperate" "non-woody" "NA" "NA" -0.032504943 0.004656932 0.054217261 -0.025254842
"Pleiogynium_timoriense" "Tropical" "woody" "NA" "NA" 0.047011462 -0.665490422 0.484169084 -0.331317324
"Plumeria_obtusa" "Tropical" "woody" "NA" "NA" -0.930340226 1.122858229 -0.421577042 -0.489534016
"Plumeria_rubra" "Tropical" "woody" "NA" "NA" -0.125679309 1.05203474 -1.119329719 NA
"Poa_angustifolia" "NA" "non-woody" "NA" "NA" 0.643291914 -0.765699625 -0.178916384 NA
"Poa_annua" "NA" "non-woody" "NA" "NA" 0.413497589 -0.233842991 0.284513145 -0.798558061
"Poa_arida" "NA" "non-woody" "NA" "NA" 0.888329685 -1.03059875 0.078703207 NA
"Poa_cita" "NA" "non-woody" "NA" "NA" NA -1.183974118 -0.276822584 0.845876039
"Poa_colensoi" "NA" "non-woody" "NA" "NA" NA -0.559967388 -0.011189444 0.015315539
"Poa_compressa" "Temperate" "non-woody" "NA" "NA" 0.083499865 NA NA -0.42708559
"Poa_cusickii" "Arid" "non-woody" "NA" "NA" 0.39522073 -0.654104752 0.247355211 NA
"Poa_fendleriana" "Temperate" "non-woody" "NA" "NA" -0.199451639 NA NA -0.78950189
"Poa_glauca" "Polar" "non-woody" "NA" "NA" 0.233543861 -0.638298758 NA NA
"Poa_labillardierei" "NA" "non-woody" "NA" "NA" 0.285042069 -0.510154976 NA NA
"Poa_leptocoma" "Continental" "non-woody" "NA" "NA" -0.090295857 0.108758416 NA NA
"Poa_nemoralis" "NA" "non-woody" "NA" "NA" 0.470448483 -0.389553268 -0.304758701 NA
"Poa_pratensis" "NA" "non-woody" "NA" "NA" 0.476514621 -0.517605656 -0.167093033 -0.328055306
"Poa_trivialis" "NA" "non-woody" "NA" "NA" 0.921895985 -0.838592328 -0.124365937 0.063829775
"Podocarpium_podocarpum" "Temperate" "woody" "NA" "NA" -0.073558843 NA NA 0.9671869
"Podocarpus_cunninghamii" "NA" "woody" "AM" "NA" -0.764146148 0.763937188 0.105792477 0.251978095
"Podocarpus_falcatus" "Temperate" "woody" "NA" "NA" 0.003027821 0.390144698 -0.204347269 NA
"Podocarpus_gibbsii" "Tropical" "woody" "AM" "NA" -0.137172112 0.223457739 -0.045052738 NA
"Podocarpus_neriifolius" "NA" "woody" "AM" "NA" 0.088573977 -0.147399835 0.044495876 -0.385602387
"Podocarpus_totara" "NA" "woody" "AM" "NA" -0.582537661 0.741117575 -0.176902187 NA
"Podophyllum_peltatum" "Continental" "non-woody" "NA" "NA" -0.542461831 0.677320282 -0.129049433 NA
"Pogostemon_linearis" "Temperate" "non-woody" "NA" "NA" -0.249811169 NA NA -1.063046667
"Polyalthia_longifolia" "Tropical" "woody" "NA" "NA" -0.331521598 0.879376072 -0.377531627 0.813241639
"Polygonum_aviculare" "Temperate" "non-woody" "NA" "NA" 0.470426716 NA NA 0.616166912
"Polygonum_convolvulus" "NA" "non-woody" "NA" "NA" 0.592075464 -0.389553268 -0.571584978 NA
"Polygonum_douglasii" "Temperate" "non-woody" "NA" "NA" -0.116573615 NA NA -0.554944715
"Polygonum_virginianum" "NA" "non-woody" "NA" "NA" 0.589382324 -0.81959668 0.384480193 NA
"Polygonum_viviparum" "Continental" "non-woody" "NA" "NA" NA -0.875912348 NA NA
"Polyspora_axillaris" "NA" "woody" "AM" "NA" -0.575042889 0.346533308 1.023005935 NA
"Pometia_pinnata" "NA" "woody" "AM" "NA" 0.555405879 -1.612720883 1.691468547 NA
"Poncirus_trifoliata" "NA" "woody" "NA" "NA" 0.115051199 -0.124052818 NA NA
"Populus_alba" "NA" "woody" "NA" "NA" -0.012852678 -0.245865393 -0.131005189 0.07451466
"Populus_balsamifera" "Continental" "woody" "NA" "NA" 0.684162367 -0.914809986 NA 0.542337282
"Populus_cathayana" "NA" "woody" "EcM-AM" "NA" 0.575585729 -0.760726328 0.144440513 -0.072453039
"Populus_davidiana" "Continental" "woody" "EcM" "NA" NA -0.419957891 NA 0.464375339
"Populus_deltoides" "NA" "woody" "AM" "NA" 0.488282665 -0.104113358 -1.077165452 -0.511773311
"Populus_euphratica" "NA" "woody" "NA" "NA" NA -0.747238338 NA -0.215500128
"Populus_grandidentata" "Continental" "woody" "NA" "NA" 0.329741104 -0.132191628 -0.434742276 -1.012602402
"Populus_koreana" "NA" "woody" "EcM-AM" "NA" 0.269194251 -0.439708591 0.251520413 0.299181105
"Populus_nigra" "Temperate" "woody" "NA" "NA" NA -0.008985263 NA -0.009583411
"Populus_tremula" "NA" "woody" "NA" "NA" -0.09079524 0.2247204 -0.033246685 0.207754356
"Populus_tremuloides" "Continental" "woody" "NA" "NA" 0.492572872 -0.460456066 0.136991963 -0.305275793
"Populus_trichocarpa" "NA" "woody" "NA" "NA" 0.08389084 -0.094541227 0.069538607 -0.262519209
"Populus_tristis" "Continental" "woody" "NA" "NA" 0.504607338 -0.685382253 NA NA
"Populus_x" "NA" "NA" "NA" "NA" NA NA NA 0.242286318
"Portulaca_oleracea" "Temperate" "non-woody" "NA" "NA" 1.094591341 NA NA 0.729956711
"Potamogeton_alpinus" "Polar" "non-woody" "NA" "NA" NA NA NA 0.607910552
"Potamogeton_cheesemanii" "Temperate" "non-woody" "NA" "NA" NA NA -0.33352463 NA
"Potentilla_acaulis" "Continental" "non-woody" "NA" "NA" 0.062758881 -0.441139692 NA 0.17399638
"Potentilla_arguta" "NA" "non-woody" "NA" "NA" -0.504011809 0.310793613 1.011153337 -0.737118785
"Potentilla_bifurca" "Arid" "non-woody" "NA" "NA" -0.564914391 NA NA NA
"Potentilla_crinita" "Temperate" "non-woody" "NA" "NA" -0.007445122 NA NA -0.319558726
"Potentilla_gracilis" "Continental" "non-woody" "NA" "NA" 0.195175549 -0.390215497 NA NA
"Potentilla_heptaphylla" "NA" "non-woody" "NA" "NA" 0.967116197 -0.848818919 -0.517609796 NA
"Potentilla_hippiana" "Temperate" "non-woody" "NA" "NA" -0.612194809 NA NA 0.029023642
"Potentilla_macrosepala" "Arid" "non-woody" "NA" "NA" -1.594982203 NA NA NA
"Potentilla_multifida" "Continental" "non-woody" "NA" "NA" NA -0.372938113 NA NA
"Potentilla_neumanniana" "Temperate" "non-woody" "NA" "NA" -0.276860089 0.086519849 0.366674477 -0.229119625
"Potentilla_recta" "NA" "non-woody" "NA" "NA" -0.234496301 -0.213783001 0.58752855 NA
"Potentilla_subviscosa" "Temperate" "non-woody" "NA" "NA" 0.291246354 NA NA -0.456587154
